,,,,,,,,
Date,Open*,High,Low,Close**,Volume,Market Cap,,
13-Dec-16,3.66E-08,3.70E-08,3.65E-08,3.65E-08,4,"1,472",446,
14-Dec-16,3.65E-08,3.66E-08,3.59E-08,3.61E-08,15,"1,479",445,
15-Dec-16,3.61E-08,3.65E-08,3.60E-08,3.62E-08,4,"1,473",444,
16-Dec-16,3.62E-08,3.65E-08,3.61E-08,3.62E-08,4,"1,488",443,
17-Dec-16,3.62E-08,3.64E-08,3.61E-08,3.61E-08,0,"1,536",442,
18-Dec-16,3.67E-08,7.36E-08,3.67E-08,3.67E-08,20,"1,574",441,
19-Dec-16,3.67E-08,3.68E-08,3.65E-08,3.66E-08,11,"1,579",440,
20-Dec-16,3.65E-08,3.66E-08,3.64E-08,3.66E-08,9,"1,581",439,
21-Dec-16,3.66E-08,3.69E-08,3.65E-08,3.65E-08,4,"1,611",438,
22-Dec-16,3.66E-08,3.75E-08,3.66E-08,3.71E-08,4,"1,640",437,
23-Dec-16,3.71E-08,4.28E-08,3.71E-08,4.18E-08,0,"1,672",436,
24-Dec-16,4.72E-08,4.73E-08,4.42E-08,4.55E-08,0,"2,153",435,
25-Dec-16,4.55E-08,4.57E-08,4.22E-08,4.28E-08,0,"2,116",434,
27-Dec-16,4.54E-08,4.57E-08,4.44E-08,4.46E-08,3,"2,153",433,
28-Dec-16,4.48E-08,4.67E-08,4.49E-08,4.56E-08,3,"2,125",432,
29-Dec-16,4.59E-08,4.61E-08,4.51E-08,4.55E-08,5,"2,203",431,
30-Dec-16,4.56E-08,4.56E-08,4.29E-08,4.38E-08,5,"2,223",430,
1-Jan-17,4.41E-08,4.52E-08,4.40E-08,4.51E-08,6,"2,196",429,
2-Jan-17,4.52E-08,4.70E-08,4.48E-08,4.69E-08,0,"2,257",428,
9-Jan-17,3.95E-08,4.36E-08,3.94E-08,4.30E-08,12,"2,108",427,
10-Jan-17,4.30E-08,4.50E-08,4.29E-08,4.48E-08,7,"2,301",426,
11-Jan-17,4.59E-08,7.71E-08,3.80E-08,7.69E-08,6,"2,516",425,
12-Jan-17,7.67E-08,7.71E-08,3.82E-08,3.96E-08,54,"4,234",424,
13-Jan-17,3.94E-08,3.96E-08,3.80E-08,3.89E-08,8,"2,201",423,
